datetime,author_name,message,cleaned_message,label
2024-10-07 13:14:51,Abasi Akan,BWTOGEL lagi gacorr,bwtogel lagi gacorr,1
2024-10-07 13:14:53,ipin_beban 😂:v,udh setiap hari lewat bosen:face-blue-smiling:,udh setiap hari lewat bosenfacebluesmiling,0
2024-10-07 13:14:55,Cici Farrel,sugeng ambal warso jogjakarta ke 268...selalu dihati,sugeng ambal warso jogjakarta ke 268selalu dihati,0
2024-10-07 13:14:58,Johnnie Boyles,𝗱𝗽 𝟭𝟬𝟬 𝗷𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:15:00,26_ Nur Aini,Info parkir yg dekat,info parkir yg dekat,0
2024-10-07 13:15:02,Fivi Kusmiyati,sugeng ndalu pak sri sultan,sugeng ndalu pak sri sultan,0
2024-10-07 13:15:05,ANIMASIONYO,ACARA GAK SERU SAMA SEKALI. ....,acara gak seru sama sekali,0
2024-10-07 13:15:05,Afifah Husna,Kecamatan kraton udah belum gaes?,kecamatan kraton udah belum gaes,0
2024-10-07 13:15:06,Mohammad jordan Andriansyah N,ahh,ahh,0
2024-10-07 13:15:06,oi,:fire::fire::fire::fire::fire::fire:jogjaku,jogjaku,0
2024-10-07 13:15:07,Danang Parikesit,Musik Musiknya berasa DJ remix:relieved_face:,musik musiknya berasa dj remix,0
2024-10-07 13:15:10,International Relation Office,Makasih jogja :_,makasih jogja,0
2024-10-07 13:15:15,Donna Sangun,"sugeng ambal warso kota jogjaku lahir dilampung besar, menua dijogja istimewa",sugeng ambal warso kota jogjaku lahir dilampung besar menua dijogja istimewa,0
2024-10-07 13:15:17,Danang Parikesit,Musik Musiknya berasa DJ remix:relieved_face:,musik musiknya berasa dj remix,0
2024-10-07 13:15:19,svint ricardo,BWTOGEL lagi gacorr,bwtogel lagi gacorr,1
2024-10-07 13:15:21,Johnnie Boyles,𝗱𝗽 𝟭𝟬𝟬 𝗷𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:15:23,Danang Parikesit,Musik Musiknya berasa DJ remix:relieved_face:,musik musiknya berasa dj remix,0
2024-10-07 13:15:25,sigit gunawan,4 th tinggal / kost di Jogja..3 x pindah kost..Di Semaki Gede..di Terban..terakhir di Kauman..Jogja penuh kenangan indah..,4 th tinggal  kost di jogja3 x pindah kostdi semaki gededi terbanterakhir di kaumanjogja penuh kenangan indah,0
2024-10-07 13:15:27,Siswahyudi Ningtias,Jogja memang Istimewa. .benteng budaya luhur,jogja memang istimewa benteng budaya luhur,0
2024-10-07 13:15:27,Danang Parikesit,Musik Musiknya berasa DJ remix:relieved_face:,musik musiknya berasa dj remix,0
2024-10-07 13:15:30,Ayu Meiliana,kecamatan mna ini aku ketinggalan,kecamatan mna ini aku ketinggalan,0
2024-10-07 13:15:35,Danang Parikesit,Musik Musiknya berasa DJ remix:relieved_face:,musik musiknya berasa dj remix,0
2024-10-07 13:15:37,Anggi Bagas Praditya,darel,darel,0
2024-10-07 13:15:39,Liya sisiana Heni saputri,jarene bakul es teh mau le sayang telak sayang telak,jarene bakul es teh mau le sayang telak sayang telak,0
2024-10-07 13:15:42,haunihao,wirobrajan,wirobrajan,0
2024-10-07 13:15:43,ANIMASIONYO,KURANG PENCAHAYAAN NYA...,kurang pencahayaan nya,0
2024-10-07 13:15:45,Johnnie Boyles,𝗱𝗽 𝟭𝟬𝟬 𝗷𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:15:47,Rika Suryani,yg bilang acaranya ga seru ga usah ditonton woyyy,yg bilang acaranya ga seru ga usah ditonton woyyy,0
2024-10-07 13:15:48,Nellytheesthi Norman,BWTOGEL lagi gacorr,bwtogel lagi gacorr,1
2024-10-07 13:15:51,oi,YT series...bilang gak seru tp nonton terus km,yt seriesbilang gak seru tp nonton terus km,0
2024-10-07 13:15:55,Anggi Bagas Praditya,darel,darel,0
2024-10-07 13:15:55,Danang Parikesit,Musik Musiknya berasa DJ remix:relieved_face:,musik musiknya berasa dj remix,0
2024-10-07 13:15:58,Aqchel Hanif Danantio,ndelok kadi ngomah wae,ndelok kadi ngomah wae,0
2024-10-07 13:15:58,Guyup Magelang,"jauh dari magelang tidak bisa mendekat ke lokasi, jogja memang istimewa",jauh dari magelang tidak bisa mendekat ke lokasi jogja memang istimewa,0
2024-10-07 13:16:08,Johnnie Boyles,𝗱𝗽 𝟭𝟬𝟬 𝗷𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:16:12,Salma Adhya,gilaa rame bgt,gilaa rame bgt,0
2024-10-07 13:16:13,S,"Iya, iringannya EDM bgt wkwk",iya iringannya edm bgt wkwk,0
2024-10-07 13:16:15,Darrelhs,asyuu anggi,asyuu anggi,0
2024-10-07 13:16:22,Pandu Cilok,duh mesra banget,duh mesra banget,0
2024-10-07 13:16:22,Prabangasta Waninggil,"Yogyakarta adalah kota budaya, tapi mbok ya remajanya yg berbudaya lebih diperbanyak, supaya tidak hanya bangga pada budaya luar",yogyakarta adalah kota budaya tapi mbok ya remajanya yg berbudaya lebih diperbanyak supaya tidak hanya bangga pada budaya luar,0
2024-10-07 13:16:23,Watik Fatmawati,ibu ku sama ayah ku,ibu ku sama ayah ku,0
2024-10-07 13:16:25,sarjana muda,"sopire drone ugal²an,",sopire drone ugalan,0
2024-10-07 13:16:27,Danang Parikesit,Musik Musiknya berasa DJ remix:relieved_face:,musik musiknya berasa dj remix,0
2024-10-07 13:16:32,Johnnie Boyles,𝗱𝗽 𝟭𝟬𝟬 𝗷𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:16:34,Arinto Cacoleh,Sugeng mirsani sederek Buk Duwur,sugeng mirsani sederek buk duwur,0
2024-10-07 13:16:36,Darrelhs,golek es nggi,golek es nggi,0
2024-10-07 13:16:38,S,"Ya nek semaput risiko ora ta, ngerti rame kok ya ditekad",ya nek semaput risiko ora ta ngerti rame kok ya ditekad,0
2024-10-07 13:16:42,Danang Parikesit,Musik Musiknya berasa DJ remix:relieved_face:,musik musiknya berasa dj remix,0
2024-10-07 13:16:55,Sugi Harti,dirgahayu kota jogja...semoga semakin istimewa..salam semangat dr Puri argomulyo asri,dirgahayu kota jogjasemoga semakin istimewasalam semangat dr puri argomulyo asri,0
2024-10-07 13:16:55,Johnnie Boyles,𝗱𝗽 𝟭𝟬𝟬 𝗷𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:16:56,Yuni Tendo,mjlai,mjlai,0
2024-10-07 13:16:59,Ren Gaa,kudu ne fuul basa jawa,kudu ne fuul basa jawa,0
2024-10-07 13:17:04,Tanto Official ,kekayaan seni dan budaya di tugu Malioboro di malam ini,kekayaan seni dan budaya di tugu malioboro di malam ini,0
2024-10-07 13:17:09,Ikhsan Nur Hidayat,es teh es teh,es teh es teh,0
2024-10-07 13:17:12,Fajar Dikifi,kui awakke dicat kuning po mas,kui awakke dicat kuning po mas,0
2024-10-07 13:17:18,Rd. Kn,Enakan nonton live nek kene ora nganti semaput lurrr,enakan nonton live nek kene ora nganti semaput lurrr,0
2024-10-07 13:17:19,Johnnie Boyles,𝗱𝗽 𝟭𝟬𝟬 𝗷𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:17:22,Rika Suryani,tumbass es tehh,tumbass es tehh,0
2024-10-07 13:17:25,Prabangasta Waninggil,MC nya pake bahasa Jawa donk,mc nya pake bahasa jawa donk,0
2024-10-07 13:17:27,Aning Yuniarti,aman ra dusek dusekan tur jelas,aman ra dusek dusekan tur jelas,0
2024-10-07 13:17:27,sarjana muda,"rindik wae om drone,garai mumet",rindik wae om dronegarai mumet,0
2024-10-07 13:17:27,Mustari Badariah,Bantul hadir,bantul hadir,0
2024-10-07 13:17:33,Yuni Tendo,mulai jam berApa.ya ce,mulai jam berapaya ce,0
2024-10-07 13:17:33,Evita Tristiyanti,ya Allah... saya lahir di Jogja sampe skrng udah punya anak 2 tapi gak pernah nonton HUT Jogja secara langsung..,ya allah saya lahir di jogja sampe skrng udah punya anak 2 tapi gak pernah nonton hut jogja secara langsung,0
2024-10-07 13:17:35,Suksma,"drone ne kbanteren, marai mumet",drone ne kbanteren marai mumet,0
2024-10-07 13:17:36,bocah ganteng,"mending nonton live neng kene, ra resiko",mending nonton live neng kene ra resiko,0
2024-10-07 13:17:38,Diki Afandi,Itu yg iklan judol otaknya ada nggak ?,itu yg iklan judol otaknya ada nggak,0
2024-10-07 13:17:42,Johnnie Boyles,𝗱𝗽 𝟭𝟬𝟬 𝗷𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:17:44,Anindita,nyimak dari pasar kranggan.,nyimak dari pasar kranggan,0
2024-10-07 13:17:49,AFNAN SINGGIH JOGJA 03,"Ngaturaken Sugeng Ambal Warsa Kutha Ngayogyakarta kaping 268, Rikat Rakit Raket :ok_hand: ꦫꦶꦏꦠ꧀ ꦫꦏꦶꦠ꧀ ꦫꦏꦼꦠ꧀",ngaturaken sugeng ambal warsa kutha ngayogyakarta kaping 268 rikat rakit raket,0
2024-10-07 13:17:52,Evita Tristiyanti,udah engap liat kerumunan gais. liat live gini udah seneng,udah engap liat kerumunan gais liat live gini udah seneng,0
2024-10-07 13:18:02,26_ Nur Aini,Jam segini baru k sana bisa jalan k depan ga ya?,jam segini baru k sana bisa jalan k depan ga ya,0
2024-10-07 13:18:03,S,Iku sing judol ki ketoke bot dadi yo ngono,iku sing judol ki ketoke bot dadi yo ngono,0
2024-10-07 13:18:05,bayu rahmatullah,jogja istimewa,jogja istimewa,0
2024-10-07 13:18:12,Danang Parikesit,Musik Musiknya berasa DJ remix:relieved_face:,musik musiknya berasa dj remix,0
2024-10-07 13:18:20,ShofiaNB channel,"kereen bangettt..tapi pulang duluan lanjut,bawa bocil nonton live streaming sambil ngemil..",kereen bangettttapi pulang duluan lanjutbawa bocil nonton live streaming sambil ngemil,0
2024-10-07 13:18:22,Rd. Kn,Kui sek ndelok langsung paling yo gak sejelas nonton nek kene,kui sek ndelok langsung paling yo gak sejelas nonton nek kene,0
2024-10-07 13:18:22,haunihao,"gak bisa sih kak, soalnya ramai banget",gak bisa sih kak soalnya ramai banget,0
2024-10-07 13:18:23,Gangsar Prasetya,mas ten mriku nopo enten seng dodol arum manis mas??,mas ten mriku nopo enten seng dodol arum manis mas,0
2024-10-07 13:18:27,Atha firdaus junior,rapi banget ini,rapi banget ini,0
2024-10-07 13:18:31,Arinto Cacoleh,Salam kagem dulur2 Buk dhuwur 08,salam kagem dulur2 buk dhuwur 08,0
2024-10-07 13:18:43,Evita Tristiyanti,"Jogja istimewa,dijogja sama menemukan jodoh dan di Jogja saya melahirkan 2 anak cantik dan ganteng ..Jogja istimewa",jogja istimewadijogja sama menemukan jodoh dan di jogja saya melahirkan 2 anak cantik dan ganteng jogja istimewa,0
2024-10-07 13:19:01,mas bee Chanel,"tukang ngeslot wes di blokiri,,, genten tukang maido to teko:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",tukang ngeslot wes di blokiri genten tukang maido to teko,0
2024-10-07 13:19:03,Ayo Nonton Reog,"salam budaya, lestari budayaku.. :folded_hands::smiling_face_with_smiling_eyes:",salam budaya lestari budayaku,0
2024-10-07 13:19:03,regina_ official,mendingan nonton disini dari pada di sana umpek umpek an,mendingan nonton disini dari pada di sana umpek umpek an,0
2024-10-07 13:19:07,Tanto Official ,ini sampai lakonnya banyak nih,ini sampai lakonnya banyak nih,0
2024-10-07 13:19:18,AFNAN SINGGIH JOGJA 03,Jogja Gumregah:ok_hand:,jogja gumregah,0
2024-10-07 13:19:28,Alfi Septiani,drone kecepeten ya ampun,drone kecepeten ya ampun,0
2024-10-07 13:19:32,Marisf.,eh yaampun,eh yaampun,0
2024-10-07 13:19:35,Video Mas Guru Tugiman,Sugeng ambal Warso Kita Jogja...smoga semakin gemah Ripah lohjinawi...Jogja Istimewa...salam dari Pak Tugiman Di Sragen,sugeng ambal warso kita jogjasmoga semakin gemah ripah lohjinawijogja istimewasalam dari pak tugiman di sragen,0
2024-10-07 13:19:39,Oktavia Fajarini,kraton wingi tampil ng GK sound e matii:grinning_face_with_sweat:,kraton wingi tampil ng gk sound e matii,0
2024-10-07 13:19:47,Tii,ngono kui di danai pemerintah ora yo?,ngono kui di danai pemerintah ora yo,0
2024-10-07 13:19:48,TEMBAK DALAM,drone koyo munyok,drone koyo munyok,0
2024-10-07 13:19:49,Felicia asmr ,pengen kesana tapi capek :smiling_face_with_tear:,pengen kesana tapi capek,0
2024-10-07 13:19:56,estri utami,drone gak jelas pusing liate:grinning_face_with_smiling_eyes:,drone gak jelas pusing liate,0
2024-10-07 13:20:02,Ulva Agustiningsih,selamat ultah jogja ku.,selamat ultah jogja ku,0
2024-10-07 13:20:04,Rika Suryani,pak Afnan singgih semangat pakkkk,pak afnan singgih semangat pakkkk,0
2024-10-07 13:20:06,ROJALI JAHAT,drone racing marai mumet,drone racing marai mumet,0
2024-10-07 13:20:11,S6GH channel.,ya ampun drone mbok sek kalem le muter marai mumet lho,ya ampun drone mbok sek kalem le muter marai mumet lho,0
2024-10-07 13:20:16,Ananda Zain,tukange dron sopo to kihhhh.geting akuu,tukange dron sopo to kihhhhgeting akuu,0
2024-10-07 13:20:20,Abimanyu Baskoro,drone drone drone...marakne vertigo hehhh,drone drone dronemarakne vertigo hehhh,0
2024-10-07 13:20:20,Who'Tharizzz,tuluuuunnnggg...dron'e dikondisikan kecepatane..marai mumet sing nonton :woman_facepalming:,tuluuuunnngggdrone dikondisikan kecepatanemarai mumet sing nonton,0
2024-10-07 13:20:21,Setya Budhii,Jogja ku istimewa :red_heart:,jogja ku istimewa,0
2024-10-07 13:20:21,Winarti Putri,gak bisa anteng dron e,gak bisa anteng dron e,0
2024-10-07 13:20:22,Hanif Arhab Muhadzdzib,keren,keren,0
2024-10-07 13:20:25,Mohammad jordan Andriansyah N,drone e marai celeh,drone e marai celeh,0
2024-10-07 13:20:28,Demo Anambelas,kostumnya mirip yg dipakai carnaval di gunung kidul,kostumnya mirip yg dipakai carnaval di gunung kidul,0
2024-10-07 13:20:29,Upin Ipin,:fish-orange-wide-eyes:f:santa_claus:,fishorangewideeyessantaclaus,0
2024-10-07 13:20:30,Fajar Dikifi,supir drone e mantan pembalap,supir drone e mantan pembalap,0
2024-10-07 13:20:31,Devi Elista,Ini temanya emang gatot kaca ya?,ini temanya emang gatot kaca ya,0
2024-10-07 13:20:44,Hari Widodo,terimakasih untuk Jogyakarta istimewa salam paseduluran saklawase :blue_heart::red_heart::green_heart: hari lenzer curvasud,terimakasih untuk jogyakarta istimewa salam paseduluran saklawase  hari lenzer curvasud,0
2024-10-07 13:20:47,Eks tiki niten Diyah ayu permata (Diyah),drone ne ampun cepet2 mbak mas panitia...hadeeehh,drone ne ampun cepet2 mbak mas panitiahadeeehh,0
2024-10-07 13:20:48,Oliver FPE,Jogja istimewa,jogja istimewa,0
2024-10-07 13:20:50,Farida Ayu,kalo mau kesana macet,kalo mau kesana macet,0
2024-10-07 13:20:51,Rika Suryani,keren bgt gebrakan e kraton i mesti apikkk je dari thun ke tahun ada aja idenya,keren bgt gebrakan e kraton i mesti apikkk je dari thun ke tahun ada aja idenya,0
2024-10-07 13:20:54,Lagu Hits,alon alon pak supir,alon alon pak supir,0
2024-10-07 13:20:58,Aditya Muhammad,"wahai drone pelan dikit pak sopirr, gasmuu kebanteren iki wkwk",wahai drone pelan dikit pak sopirr gasmuu kebanteren iki wkwk,0
2024-10-07 13:21:04,Nani Adiyanti,moco komene nambahi hiburan tersendiri. marai ngakak,moco komene nambahi hiburan tersendiri marai ngakak,0
2024-10-07 13:21:05,ZAN Family,Selamat ulang tahun kotaku tercinta :sparkling_heart:,selamat ulang tahun kotaku tercinta,0
2024-10-07 13:21:05,K.B Raharjo,pir alon alon pak sopir drone e,pir alon alon pak sopir drone e,0
2024-10-07 13:21:09,Arinto Cacoleh,Sedulur Buk Dhuwur 08 sugeng mirsani,sedulur buk dhuwur 08 sugeng mirsani,0
2024-10-07 13:21:12,Dimari Sahaja,sopir drone e kebelet sajak e:face-blue-smiling:,sopir drone e kebelet sajak efacebluesmiling,0
2024-10-07 13:21:15,Yt Rahmat,tukan drone sajak e gabut,tukan drone sajak e gabut,0
2024-10-07 13:21:21,Shely triya Amanda,mesti asline macet pol,mesti asline macet pol,0
2024-10-07 13:21:30,Rika Suryani,sopir drone ngampet kepesinh,sopir drone ngampet kepesinh,0
2024-10-07 13:21:36,Tii,tukang drone gajine kurang yak e wkwk,tukang drone gajine kurang yak e wkwk,0
2024-10-07 13:21:37,Diah Titian Novanda,wah pasti seru nih adak artis nikken salindri,wah pasti seru nih adak artis nikken salindri,0
2024-10-07 13:21:41,𝗥𝗘𝗭𝗔𝗠𝗘𝗗𝗜𝗔,DIRGAHAYU KOTA YOGYAKARTA KE 268,dirgahayu kota yogyakarta ke 268,0
2024-10-07 13:21:45,MURNI KOTAGEDE,:face-red-heart-shape:buah pentasnya keren banget,faceredheartshapebuah pentasnya keren banget,0
2024-10-07 13:21:47,Arinto Cacoleh,sopire drone biasa nggowo F5 tiger,sopire drone biasa nggowo f5 tiger,0
2024-10-07 13:21:52,Raziq Ramadhan,ndelok drone serasa delok camera pembalp:yougotthis:,ndelok drone serasa delok camera pembalp,0
2024-10-07 13:21:58,S6GH channel.,pak supir drone mbok sing alon le muter ke drone.,pak supir drone mbok sing alon le muter ke drone,0
2024-10-07 13:22:01,Marsha Karisma,drone migren,drone migren,0
2024-10-07 13:22:03,Winarti Putri,tukang dron e selak pengen rampung kayak e,tukang dron e selak pengen rampung kayak e,0
2024-10-07 13:22:04,Tanto Official ,ini kalau ada Punokawan juga ada,ini kalau ada punokawan juga ada,0
2024-10-07 13:22:06,Agung D Saputro Channel,drone ora profesiional,drone ora profesiional,0
2024-10-07 13:22:10,Rika Suryani,ada yg tau artis e sapa ga ya.. thun kmren kayake ndarboy,ada yg tau artis e sapa ga ya thun kmren kayake ndarboy,0
2024-10-07 13:22:10,lisdawaty akuba,Selamat ulang tahun jogjaa:pleading_face::red_heart:,selamat ulang tahun jogjaa,0
2024-10-07 13:22:15,Aditya Muhammad,"sopir drone lagi nganggo chip turboo, dikirane iki balapan wkwk",sopir drone lagi nganggo chip turboo dikirane iki balapan wkwk,0
2024-10-07 13:22:16,sarjana muda,Deny cak nan udah belum,deny cak nan udah belum,0
2024-10-07 13:22:19,Marisf.,mumet ra,mumet ra,0
2024-10-07 13:22:19,Aqchel Hanif Danantio,ndelok kadi ngomah nk ngelak kari ngiling seko termos,ndelok kadi ngomah nk ngelak kari ngiling seko termos,0
2024-10-07 13:22:21,Rismanto Reborn,"selamat ulang tahun jogjaku ,tetap menyala terus",selamat ulang tahun jogjaku tetap menyala terus,0
2024-10-07 13:22:26,Lagu Hits,alon alon to iki sing ndelok pusing nek ngebut - ngebuy,alon alon to iki sing ndelok pusing nek ngebut  ngebuy,0
2024-10-07 13:22:27,Johnnie Boyles,𝗱 𝟭𝟬𝟬 j𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:22:30,Yt Rahmat,"mas"" dron turu wae",mas dron turu wae,0
2024-10-07 13:22:30,Siti Muti atun,selamat ulang tahun yogyakuh tercintah,selamat ulang tahun yogyakuh tercintah,0
2024-10-07 13:22:38,Harti Sundari,dr sumsel hadir mirsani online,dr sumsel hadir mirsani online,0
2024-10-07 13:22:42,Arfian Railfans,"sugeng ambal warso jogja kaping 268,jogja istimewa..nyimak saking jogja bagian barat",sugeng ambal warso jogja kaping 268jogja istimewanyimak saking jogja bagian barat,0
2024-10-07 13:22:42,𝐠𝒂𝐛𝒚 ,keren bget.... sayang tidak bisa nonton langsung.,keren bget sayang tidak bisa nonton langsung,0
2024-10-07 13:22:44,S6GH channel.,supir drone po selak kepeseng po yo:face-blue-smiling:,supir drone po selak kepeseng po yofacebluesmiling,0
2024-10-07 13:22:47,Yusup Ryanto,supir drone mantan Sumber Kencono...,supir drone mantan sumber kencono,0
2024-10-07 13:22:49,LASKARPEDEKARBT,jogja memang istimewa.. Bekasi hadir,jogja memang istimewa bekasi hadir,0
2024-10-07 13:22:49,Valentina Yovi,gila pakek rantai,gila pakek rantai,0
2024-10-07 13:22:50,Govin ihikk,macet mending turu,macet mending turu,0
2024-10-07 13:22:51,Johnnie Boyles,𝗱 𝟭𝟬𝟬 j𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:22:59,Krisna Chanel,Happy Aniveseri.,happy aniveseri,0
2024-10-07 13:23:03,Atha firdaus junior,ono pesta kembang api e ora?,ono pesta kembang api e ora,0
2024-10-07 13:23:11,Fahri volg chanel,jogja love you,jogja love you,0
2024-10-07 13:23:14,Johnnie Boyles,𝗱 𝟭𝟬𝟬 j𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:23:21,Arinto Cacoleh,sugeng Ambal Warso kutho jogja.salam saking Bukduwur08,sugeng ambal warso kutho jogjasalam saking bukduwur08,0
2024-10-07 13:23:29,Harti Sundari,pring rekethek,pring rekethek,0
2024-10-07 13:23:34,Lagu Hits,selak dioyak opo to iki dron e?,selak dioyak opo to iki dron e,0
2024-10-07 13:23:38,Johnnie Boyles,𝗱 𝟭𝟬𝟬 j𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:23:43,Aliffia Fennadya,seng komen gawe ngakak... pilot fpv disamakan dokumenter beda maseee,seng komen gawe ngakak pilot fpv disamakan dokumenter beda maseee,0
2024-10-07 13:23:47,27.Qanita Sadjidah,Selmat ulang tahun Kota Jogjaaa ♡♡,selmat ulang tahun kota jogjaaa,0
2024-10-07 13:23:57,Raziq Ramadhan,padahal rumah neneku belakang tugi tapi males aja kesana karang mesti wes kebak:loudly_crying_face::moai:,padahal rumah neneku belakang tugi tapi males aja kesana karang mesti wes kebak,0
2024-10-07 13:24:02,Johnnie Boyles,𝗱 𝟭𝟬𝟬 j𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:24:16,adadehhh,KGT,kgt,0
2024-10-07 13:24:25,Donna Sangun,love jogja and you @frenkiimam,love jogja and you frenkiimam,0
2024-10-07 13:24:25,Johnnie Boyles,𝗱 𝟭𝟬𝟬 j𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:24:26,mas bee Chanel,"gambare apik sebelah bolo,,,,",gambare apik sebelah bolo,0
2024-10-07 13:24:29,Anggi Bagas Praditya,es teh es teh mas mbak,es teh es teh mas mbak,0
2024-10-07 13:24:31,kaizell,opo wi mau,opo wi mau,0
2024-10-07 13:24:49,Johnnie Boyles,𝗱 𝟭𝟬𝟬 j𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:24:49,Rika Suryani,tumbass mass kaaro gorengan e 2,tumbass mass kaaro gorengan e 2,0
2024-10-07 13:24:54,Yt Rahmat,di tv ada ga,di tv ada ga,0
2024-10-07 13:24:56,Raziq Ramadhan,mas tumbas es tehe pinten,mas tumbas es tehe pinten,0
2024-10-07 13:24:57,NAstiti Eka saputri,pantau dari rumah 500m Timur Tugu Jogja..yg di lokasi biar untuk wisatawan dari luar kota :smiling_face_with_heart_eyes:,pantau dari rumah 500m timur tugu jogjayg di lokasi biar untuk wisatawan dari luar kota,0
2024-10-07 13:25:04,26_ Nur Aini,Lampu e kurang meriah apa kamera ne yg kurang jelas ya,lampu e kurang meriah apa kamera ne yg kurang jelas ya,0
2024-10-07 13:25:04,Fajar Dikifi,mas tumbas es teh panas 1,mas tumbas es teh panas 1,0
2024-10-07 13:25:05,erik nurhidayat,"sebuah kreasi anak bangsa yang luar biasa dalam pementasan wayang tokoh gatotkoco yang mempunyai jiwa kuat , otot kawat walung wesi. sejarah wayang seperti ini sudah pasti menjadi pionir kota budaya",sebuah kreasi anak bangsa yang luar biasa dalam pementasan wayang tokoh gatotkoco yang mempunyai jiwa kuat  otot kawat walung wesi sejarah wayang seperti ini sudah pasti menjadi pionir kota budaya,0
2024-10-07 13:25:12,Johnnie Boyles,𝗱 𝟭𝟬𝟬 j𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:25:16,dianK,"Selamat ulang tahun kota Jogja, moga makin berhati Nyaman  Jogja memang ISTIMEWA :smiling_face_with_hearts::smiling_face_with_hearts:",selamat ulang tahun kota jogja moga makin berhati nyaman  jogja memang istimewa,0
2024-10-07 13:25:18,Dioarzeno Yudhanto,rame banget:smiling_face_with_sunglasses::smiling_face_with_sunglasses::smiling_face_with_sunglasses:,rame banget,0
2024-10-07 13:25:23,Reza Mengajar (M Reza Huzain),griyone pundi mb nastiti,griyone pundi mb nastiti,0
2024-10-07 13:25:25,Vegabondism,Vibes Jogjes malam ini,vibes jogjes malam ini,0
2024-10-07 13:25:28,Denik Eka,"mas aku ngelak ,tumbas es teh 2",mas aku ngelak tumbas es teh 2,0
2024-10-07 13:25:34,regina_ official,lebih jelas nonton di hp ga SII??,lebih jelas nonton di hp ga sii,0
2024-10-07 13:25:36,Johnnie Boyles,𝗱 𝟭𝟬𝟬 j𝗱 𝟮𝗷𝘁 buruan gas di :fire: 𝗠𝗘𝗧𝗘𝗢𝗥𝗪𝗜𝗡 :fire:,d3p0 100 jd 2jt buruan gas garansi 100% di meteorwin,1
2024-10-07 13:25:39,Rika Suryani,es teh jumbo 1,es teh jumbo 1,0
